PLMNID,LAC/TAC,Cell ID/ECI,Technology,,
310410,26513,35067,GSM/UMTS,6791,88FB
310410,26109,35068,GSM/UMTS,65FD,88FC
310410,26513,35068,GSM/UMTS,6791,88FC
310410,26109,35069,GSM/UMTS,65FD,88FD
310410,26513,35069,GSM/UMTS,6791,88FD
310410,26109,35261,GSM/UMTS,65FD,89BD
310410,26513,35261,GSM/UMTS,6791,89BD
310410,26109,35262,GSM/UMTS,65FD,89BE
310410,26513,35262,GSM/UMTS,6791,89BE
310410,26109,35263,GSM/UMTS,65FD,89BF
310410,26513,35263,GSM/UMTS,6791,89BF
310410,26109,35267,GSM/UMTS,65FD,89C3
310410,26513,35267,GSM/UMTS,6791,89C3
310410,26109,35268,GSM/UMTS,65FD,89C4
310410,26513,35268,GSM/UMTS,6791,89C4
310410,26109,35269,GSM/UMTS,65FD,89C5
310410,26513,35269,GSM/UMTS,6791,89C5
310410,26109,35381,GSM/UMTS,65FD,8A35
310410,26513,35381,GSM/UMTS,6791,8A35
310410,26109,35382,GSM/UMTS,65FD,8A36
310410,26513,35382,GSM/UMTS,6791,8A36
310410,26109,35383,GSM/UMTS,65FD,8A37
310410,26513,35383,GSM/UMTS,6791,8A37
310410,26109,35387,GSM/UMTS,65FD,8A3B
310410,26513,35387,GSM/UMTS,6791,8A3B
310410,26109,35388,GSM/UMTS,65FD,8A3C
310410,26513,35388,GSM/UMTS,6791,8A3C
310410,26109,35389,GSM/UMTS,65FD,8A3D
310410,26513,35389,GSM/UMTS,6791,8A3D
310410,26109,35391,GSM/UMTS,65FD,8A3F
310410,26513,35391,GSM/UMTS,6791,8A3F
310410,26109,35392,GSM/UMTS,65FD,8A40
310410,26513,35392,GSM/UMTS,6791,8A40
310410,26109,35393,GSM/UMTS,65FD,8A41
310410,26513,35393,GSM/UMTS,6791,8A41
310410,26513,35397,GSM/UMTS,6791,8A45
310410,26513,35398,GSM/UMTS,6791,8A46
310410,26513,35399,GSM/UMTS,6791,8A47
310410,52022,35551,GSM/UMTS,CB36,8ADF
310410,52022,35552,GSM/UMTS,CB36,8AE0
310410,52022,35553,GSM/UMTS,CB36,8AE1
310410,52022,35561,GSM/UMTS,CB36,8AE9
310410,52022,35562,GSM/UMTS,CB36,8AEA
310410,52022,35563,GSM/UMTS,CB36,8AEB
310410,52022,35571,GSM/UMTS,CB36,8AF3
310410,52022,35573,GSM/UMTS,CB36,8AF5
310410,52022,35581,GSM/UMTS,CB36,8AFD
310410,52022,35582,GSM/UMTS,CB36,8AFE
310410,52022,35583,GSM/UMTS,CB36,8AFF
310410,52022,35591,GSM/UMTS,CB36,8B07
310410,52022,35592,GSM/UMTS,CB36,8B08
310410,52022,35593,GSM/UMTS,CB36,8B09
310410,26109,35841,GSM/UMTS,65FD,8C01
310410,26521,35841,GSM/UMTS,6799,8C01
310410,26109,35842,GSM/UMTS,65FD,8C02
310410,26521,35842,GSM/UMTS,6799,8C02
310410,26109,35843,GSM/UMTS,65FD,8C03
310410,26521,35843,GSM/UMTS,6799,8C03
310410,26521,35844,GSM/UMTS,6799,8C04
310410,26521,35845,GSM/UMTS,6799,8C05
310410,26521,35846,GSM/UMTS,6799,8C06
310410,26109,35847,GSM/UMTS,65FD,8C07
310410,26521,35847,GSM/UMTS,6799,8C07
310410,26109,35848,GSM/UMTS,65FD,8C08
310410,26521,35848,GSM/UMTS,6799,8C08
310410,26109,35849,GSM/UMTS,65FD,8C09
310410,26521,35849,GSM/UMTS,6799,8C09
310410,26501,3597,GSM/UMTS,6785,E0D
310410,26501,3598,GSM/UMTS,6785,E0E
310410,26501,3599,GSM/UMTS,6785,E0F
310410,26517,3607,GSM/UMTS,6795,E17
310410,26517,3608,GSM/UMTS,6795,E18
310410,26517,3609,GSM/UMTS,6795,E19
310410,52042,36271,GSM/UMTS,CB4A,8DAF
310410,52042,36272,GSM/UMTS,CB4A,8DB0
310410,52042,36273,GSM/UMTS,CB4A,8DB1
310410,26517,3667,GSM/UMTS,6795,E53
310410,26517,3668,GSM/UMTS,6795,E54
310410,26517,3669,GSM/UMTS,6795,E55
310410,52042,37041,GSM/UMTS,CB4A,90B1
310410,52042,37042,GSM/UMTS,CB4A,90B2
310410,52042,37043,GSM/UMTS,CB4A,90B3
310410,26513,37051,GSM/UMTS,6791,90BB
310410,26513,37052,GSM/UMTS,6791,90BC
310410,26513,37053,GSM/UMTS,6791,90BD
310410,26513,37057,GSM/UMTS,6791,90C1
310410,26513,37058,GSM/UMTS,6791,90C2
310410,26513,37059,GSM/UMTS,6791,90C3
310410,52022,37101,GSM/UMTS,CB36,90ED
310410,52022,37102,GSM/UMTS,CB36,90EE
310410,52022,37103,GSM/UMTS,CB36,90EF
310410,52047,37140,GSM/UMTS,CB4F,9114
310410,52047,37141,GSM/UMTS,CB4F,9115
310410,52047,37142,GSM/UMTS,CB4F,9116
310410,52047,37143,GSM/UMTS,CB4F,9117
310410,42984,37941,GSM/UMTS,A7E8,9435
310410,42984,37941,GSM/UMTS,A7E8,9435
310410,42984,37942,GSM/UMTS,A7E8,9436
310410,42984,37942,GSM/UMTS,A7E8,9436
310410,52022,37951,GSM/UMTS,CB36,943F
310410,52022,37952,GSM/UMTS,CB36,9440
310410,52022,37953,GSM/UMTS,CB36,9441
310410,26501,3801,GSM/UMTS,6785,ED9
310410,26501,3802,GSM/UMTS,6785,EDA
310410,26501,3803,GSM/UMTS,6785,EDB
310410,26501,3807,GSM/UMTS,6785,EDF
310410,26501,3808,GSM/UMTS,6785,EE0
310410,26501,3809,GSM/UMTS,6785,EE1
310410,42999,38181,GSM/UMTS,A7F7,9525
310410,42999,38182,GSM/UMTS,A7F7,9526
310410,42999,38183,GSM/UMTS,A7F7,9527
310410,42999,38241,GSM/UMTS,A7F7,9561
310410,42999,38242,GSM/UMTS,A7F7,9562
310410,42999,38243,GSM/UMTS,A7F7,9563
310410,26501,3831,GSM/UMTS,6785,EF7
310410,26501,3832,GSM/UMTS,6785,EF8
310410,26501,3833,GSM/UMTS,6785,EF9
310410,26513,38351,GSM/UMTS,6791,95CF
310410,26513,38352,GSM/UMTS,6791,95D0
310410,26513,38353,GSM/UMTS,6791,95D1
310410,26513,38354,GSM/UMTS,6791,95D2
310410,26513,38355,GSM/UMTS,6791,95D3
310410,26513,38356,GSM/UMTS,6791,95D4
310410,42999,38361,GSM/UMTS,A7F7,95D9
310410,42999,38362,GSM/UMTS,A7F7,95DA
310410,42999,38363,GSM/UMTS,A7F7,95DB
310410,52022,38371,GSM/UMTS,CB36,95E3
310410,52022,38372,GSM/UMTS,CB36,95E4
310410,52022,38373,GSM/UMTS,CB36,95E5
310410,26520,38527,GSM/UMTS,6798,967F
310410,26520,38528,GSM/UMTS,6798,9680
310410,26520,38529,GSM/UMTS,6798,9681
310410,26513,38541,GSM/UMTS,6791,968D
310410,26513,38542,GSM/UMTS,6791,968E
310410,26513,38543,GSM/UMTS,6791,968F
310410,26513,38547,GSM/UMTS,6791,9693
310410,26513,38548,GSM/UMTS,6791,9694
310410,26513,38549,GSM/UMTS,6791,9695
310410,26513,38557,GSM/UMTS,6791,969D
310410,26513,38558,GSM/UMTS,6791,969E
310410,26513,38559,GSM/UMTS,6791,969F
310410,32952,3901,GSM/UMTS,80B8,F3D
310410,32952,3902,GSM/UMTS,80B8,F3E
310410,32952,3903,GSM/UMTS,80B8,F3F
310410,26520,39521,GSM/UMTS,6798,9A61
310410,26520,39522,GSM/UMTS,6798,9A62
310410,26520,39523,GSM/UMTS,6798,9A63
310410,26520,39524,GSM/UMTS,6798,9A64
310410,26520,39525,GSM/UMTS,6798,9A65
310410,26520,39526,GSM/UMTS,6798,9A66
310410,42984,41551,GSM/UMTS,A7E8,A24F
310410,42984,41552,GSM/UMTS,A7E8,A250
310410,42984,41553,GSM/UMTS,A7E8,A251
310410,52047,41611,GSM/UMTS,CB4F,A28B
310410,52047,41612,GSM/UMTS,CB4F,A28C
310410,52047,41613,GSM/UMTS,CB4F,A28D
310410,26501,41871,GSM/UMTS,6785,A38F
310410,26501,41872,GSM/UMTS,6785,A390
310410,26501,41873,GSM/UMTS,6785,A391
310410,42984,41971,GSM/UMTS,A7E8,A3F3
310410,42984,41972,GSM/UMTS,A7E8,A3F4
310410,42984,41973,GSM/UMTS,A7E8,A3F5
310410,26501,41977,GSM/UMTS,6785,A3F9
310410,26501,41978,GSM/UMTS,6785,A3FA
310410,26501,41979,GSM/UMTS,6785,A3FB
310410,32953,4351,GSM/UMTS,80B9,10FF
310410,32953,4352,GSM/UMTS,80B9,1100
310410,32953,4353,GSM/UMTS,80B9,1101
310410,26501,44661,GSM/UMTS,6785,AE75
310410,26501,44662,GSM/UMTS,6785,AE76
310410,26501,44663,GSM/UMTS,6785,AE77
310410,26501,44664,GSM/UMTS,6785,AE78
310410,26501,44665,GSM/UMTS,6785,AE79
310410,26501,44666,GSM/UMTS,6785,AE7A
310410,26501,44667,GSM/UMTS,6785,AE7B
310410,26501,44668,GSM/UMTS,6785,AE7C
310410,26501,44669,GSM/UMTS,6785,AE7D
310410,26501,44671,GSM/UMTS,6785,AE7F
310410,26501,44672,GSM/UMTS,6785,AE80
310410,26501,44673,GSM/UMTS,6785,AE81
310410,26501,44674,GSM/UMTS,6785,AE82
310410,26501,44675,GSM/UMTS,6785,AE83
310410,26501,44676,GSM/UMTS,6785,AE84
310410,26501,44677,GSM/UMTS,6785,AE85
310410,26501,44678,GSM/UMTS,6785,AE86
310410,26501,44679,GSM/UMTS,6785,AE87
310410,26501,44681,GSM/UMTS,6785,AE89
310410,26501,44682,GSM/UMTS,6785,AE8A
310410,26501,44683,GSM/UMTS,6785,AE8B
310410,26501,44684,GSM/UMTS,6785,AE8C
310410,26501,44685,GSM/UMTS,6785,AE8D
310410,26501,44686,GSM/UMTS,6785,AE8E
310410,26501,44687,GSM/UMTS,6785,AE8F
310410,26501,44688,GSM/UMTS,6785,AE90
310410,26501,44689,GSM/UMTS,6785,AE91
310410,11174,45001,GSM/UMTS,2BA6,AFC9
310410,11174,45002,GSM/UMTS,2BA6,AFCA
310410,11174,45003,GSM/UMTS,2BA6,AFCB
310410,11174,45021,GSM/UMTS,2BA6,AFDD
310410,14998,45021,GSM/UMTS,3A96,AFDD
310410,11174,45022,GSM/UMTS,2BA6,AFDE
310410,14998,45022,GSM/UMTS,3A96,AFDE
310410,11174,45023,GSM/UMTS,2BA6,AFDF
310410,14998,45023,GSM/UMTS,3A96,AFDF
310410,11174,45031,GSM/UMTS,2BA6,AFE7
310410,14998,45031,GSM/UMTS,3A96,AFE7
310410,11174,45032,GSM/UMTS,2BA6,AFE8
310410,14998,45032,GSM/UMTS,3A96,AFE8
310410,11174,45033,GSM/UMTS,2BA6,AFE9
310410,14998,45033,GSM/UMTS,3A96,AFE9
310410,14998,45037,GSM/UMTS,3A96,AFED
310410,14998,45038,GSM/UMTS,3A96,AFEE
310410,14998,45039,GSM/UMTS,3A96,AFEF
310410,11174,45151,GSM/UMTS,2BA6,B05F
310410,14998,45151,GSM/UMTS,3A96,B05F
310410,11174,45152,GSM/UMTS,2BA6,B060
310410,14998,45152,GSM/UMTS,3A96,B060
310410,11174,45153,GSM/UMTS,2BA6,B061
310410,14998,45153,GSM/UMTS,3A96,B061
310410,14998,45157,GSM/UMTS,3A96,B065
310410,14998,45158,GSM/UMTS,3A96,B066
310410,14998,45159,GSM/UMTS,3A96,B067
310410,11174,45171,GSM/UMTS,2BA6,B073
310410,14998,45171,GSM/UMTS,3A96,B073
310410,11174,45172,GSM/UMTS,2BA6,B074
310410,14998,45172,GSM/UMTS,3A96,B074
310410,11174,45261,GSM/UMTS,2BA6,B0CD
310410,14998,45261,GSM/UMTS,3A96,B0CD
310410,11174,45262,GSM/UMTS,2BA6,B0CE
310410,14998,45262,GSM/UMTS,3A96,B0CE
310410,11174,45263,GSM/UMTS,2BA6,B0CF
310410,14998,45263,GSM/UMTS,3A96,B0CF
310410,14998,45267,GSM/UMTS,3A96,B0D3
310410,14998,45268,GSM/UMTS,3A96,B0D4
310410,14998,45269,GSM/UMTS,3A96,B0D5
310410,14998,45451,GSM/UMTS,3A96,B18B
310410,14998,45452,GSM/UMTS,3A96,B18C
310410,14998,45453,GSM/UMTS,3A96,B18D
310410,52022,4681,GSM/UMTS,CB36,1249
310410,52022,4682,GSM/UMTS,CB36,124A
310410,52022,4691,GSM/UMTS,CB36,1253
310410,52022,4692,GSM/UMTS,CB36,1254
310410,52022,4693,GSM/UMTS,CB36,1255
310410,14997,4724,GSM/UMTS,3A95,1274
310410,14997,4725,GSM/UMTS,3A95,1275
310410,14997,4726,GSM/UMTS,3A95,1276
310410,52022,4731,GSM/UMTS,CB36,127B
310410,52022,4732,GSM/UMTS,CB36,127C
310410,52022,4733,GSM/UMTS,CB36,127D
310410,14997,4804,GSM/UMTS,3A95,12C4
310410,14997,4805,GSM/UMTS,3A95,12C5
310410,14997,4806,GSM/UMTS,3A95,12C6
310410,14997,4807,GSM/UMTS,3A95,12C7
310410,14997,4808,GSM/UMTS,3A95,12C8
310410,14997,4809,GSM/UMTS,3A95,12C9
310410,26517,4837,GSM/UMTS,6795,12E5
310410,26517,4838,GSM/UMTS,6795,12E6
310410,26517,4839,GSM/UMTS,6795,12E7
310410,14997,4924,GSM/UMTS,3A95,133C
310410,14997,4925,GSM/UMTS,3A95,133D
310410,14997,4926,GSM/UMTS,3A95,133E
310410,14997,4927,GSM/UMTS,3A95,133F
310410,14997,4928,GSM/UMTS,3A95,1340
310410,14997,4929,GSM/UMTS,3A95,1341
310410,14998,5004,GSM/UMTS,3A96,138C
310410,14998,5005,GSM/UMTS,3A96,138D
310410,14998,5006,GSM/UMTS,3A96,138E
310410,14998,5007,GSM/UMTS,3A96,138F
310410,42982,50071,GSM/UMTS,A7E6,C397
310410,42982,50072,GSM/UMTS,A7E6,C398
310410,42982,50073,GSM/UMTS,A7E6,C399
310410,14998,5008,GSM/UMTS,3A96,1390
310410,14998,5009,GSM/UMTS,3A96,1391
310410,32953,50101,GSM/UMTS,80B9,C3B5
310410,32953,50102,GSM/UMTS,80B9,C3B6
310410,32953,50103,GSM/UMTS,80B9,C3B7
310410,32953,50105,GSM/UMTS,80B9,C3B9
310410,32953,50106,GSM/UMTS,80B9,C3BA
310410,32953,50107,GSM/UMTS,80B9,C3BB
310410,42984,50141,GSM/UMTS,A7E8,C3DD
310410,42984,50142,GSM/UMTS,A7E8,C3DE
310410,42984,50143,GSM/UMTS,A7E8,C3DF
310410,26501,5021,GSM/UMTS,6785,139D
310410,26501,5022,GSM/UMTS,6785,139E
310410,26501,5023,GSM/UMTS,6785,139F
310410,14998,5024,GSM/UMTS,3A96,13A0
310410,14998,5025,GSM/UMTS,3A96,13A1
310410,14998,5026,GSM/UMTS,3A96,13A2
310410,14998,5027,GSM/UMTS,3A96,13A3
310410,14998,5028,GSM/UMTS,3A96,13A4
310410,14998,5029,GSM/UMTS,3A96,13A5
310410,52899,5061,GSM/UMTS,CEA3,13C5
310410,52899,5062,GSM/UMTS,CEA3,13C6
310410,52042,51,GSM/UMTS,CB4A,33
310410,32952,51021,GSM/UMTS,80B8,C74D
310410,32952,51022,GSM/UMTS,80B8,C74E
310410,32952,51023,GSM/UMTS,80B8,C74F
310410,32952,51025,GSM/UMTS,80B8,C751
310410,32952,51026,GSM/UMTS,80B8,C752
310410,32952,51027,GSM/UMTS,80B8,C753
310410,23002,51071,GSM/UMTS,59DA,C77F
310410,23997,51071,GSM/UMTS,5DBD,C77F
310410,23002,51072,GSM/UMTS,59DA,C780
310410,23997,51072,GSM/UMTS,5DBD,C780
310410,23002,51073,GSM/UMTS,59DA,C781
310410,23997,51073,GSM/UMTS,5DBD,C781
310410,23997,51077,GSM/UMTS,5DBD,C785
310410,23997,51078,GSM/UMTS,5DBD,C786
310410,23997,51079,GSM/UMTS,5DBD,C787
310410,32952,51131,GSM/UMTS,80B8,C7BB
310410,32952,51132,GSM/UMTS,80B8,C7BC
310410,32952,51133,GSM/UMTS,80B8,C7BD
310410,32952,51135,GSM/UMTS,80B8,C7BF
310410,32952,51136,GSM/UMTS,80B8,C7C0
310410,32952,51137,GSM/UMTS,80B8,C7C1
310410,23002,51141,GSM/UMTS,59DA,C7C5
310410,23997,51141,GSM/UMTS,5DBD,C7C5
310410,23002,51142,GSM/UMTS,59DA,C7C6
310410,23997,51142,GSM/UMTS,5DBD,C7C6
310410,23002,51143,GSM/UMTS,59DA,C7C7
310410,23997,51143,GSM/UMTS,5DBD,C7C7
310410,23002,51144,GSM/UMTS,59DA,C7C8
310410,23997,51147,GSM/UMTS,5DBD,C7CB
310410,23997,51148,GSM/UMTS,5DBD,C7CC
310410,23997,51149,GSM/UMTS,5DBD,C7CD
310410,23997,51151,GSM/UMTS,5DBD,C7CF
310410,23997,51152,GSM/UMTS,5DBD,C7D0
310410,23997,51153,GSM/UMTS,5DBD,C7D1
310410,23002,51154,GSM/UMTS,59DA,C7D2
310410,23002,51155,GSM/UMTS,59DA,C7D3
310410,23002,51156,GSM/UMTS,59DA,C7D4
310410,23997,51157,GSM/UMTS,5DBD,C7D5
310410,23997,51158,GSM/UMTS,5DBD,C7D6
310410,23997,51159,GSM/UMTS,5DBD,C7D7
310410,32952,51261,GSM/UMTS,80B8,C83D
310410,32952,51262,GSM/UMTS,80B8,C83E
310410,32952,51263,GSM/UMTS,80B8,C83F
310410,32952,51265,GSM/UMTS,80B8,C841
310410,32952,51266,GSM/UMTS,80B8,C842
310410,32952,51267,GSM/UMTS,80B8,C843
310410,42984,51311,GSM/UMTS,A7E8,C86F
310410,42984,51312,GSM/UMTS,A7E8,C870
310410,42984,51313,GSM/UMTS,A7E8,C871
310410,52042,51571,GSM/UMTS,CB4A,C973
310410,52042,51572,GSM/UMTS,CB4A,C974
310410,52042,51573,GSM/UMTS,CB4A,C975
310410,32952,51841,GSM/UMTS,80B8,CA81
310410,32952,51842,GSM/UMTS,80B8,CA82
310410,32952,51843,GSM/UMTS,80B8,CA83
310410,32952,51845,GSM/UMTS,80B8,CA85
310410,32952,51846,GSM/UMTS,80B8,CA86
310410,32952,51847,GSM/UMTS,80B8,CA87
310410,32951,51851,GSM/UMTS,80B7,CA8B
310410,32951,51852,GSM/UMTS,80B7,CA8C
310410,32951,51853,GSM/UMTS,80B7,CA8D
310410,32952,51861,GSM/UMTS,80B8,CA95
310410,32952,51862,GSM/UMTS,80B8,CA96
310410,32952,51863,GSM/UMTS,80B8,CA97
310410,32952,51865,GSM/UMTS,80B8,CA99
310410,32952,51866,GSM/UMTS,80B8,CA9A
310410,32952,51867,GSM/UMTS,80B8,CA9B
310410,32952,51871,GSM/UMTS,80B8,CA9F
310410,32952,51872,GSM/UMTS,80B8,CAA0
310410,32952,51875,GSM/UMTS,80B8,CAA3
310410,32952,51876,GSM/UMTS,80B8,CAA4
310410,32952,51877,GSM/UMTS,80B8,CAA5
310410,32952,51911,GSM/UMTS,80B8,CAC7
310410,32952,51912,GSM/UMTS,80B8,CAC8
310410,32952,51913,GSM/UMTS,80B8,CAC9
310410,32952,51915,GSM/UMTS,80B8,CACB
310410,32952,51916,GSM/UMTS,80B8,CACC
310410,32952,51917,GSM/UMTS,80B8,CACD
310410,42984,51971,GSM/UMTS,A7E8,CB03
310410,42984,51972,GSM/UMTS,A7E8,CB04
310410,42984,51973,GSM/UMTS,A7E8,CB05
310410,52042,52,GSM/UMTS,CB4A,34
310410,42983,53081,GSM/UMTS,A7E7,CF59
310410,42984,53111,GSM/UMTS,A7E8,CF77
310410,42984,53112,GSM/UMTS,A7E8,CF78
310410,42984,53113,GSM/UMTS,A7E8,CF79
310410,42984,53122,GSM/UMTS,A7E8,CF82
310410,42984,53123,GSM/UMTS,A7E8,CF83
310410,42984,53151,GSM/UMTS,A7E8,CF9F
310410,42984,53152,GSM/UMTS,A7E8,CFA0
310410,42984,53153,GSM/UMTS,A7E8,CFA1
310410,52042,53531,GSM/UMTS,CB4A,D11B
310410,52042,53532,GSM/UMTS,CB4A,D11C
310410,52042,53533,GSM/UMTS,CB4A,D11D
310410,52047,53631,GSM/UMTS,CB4F,D17F
310410,52047,53632,GSM/UMTS,CB4F,D180
310410,52047,53641,GSM/UMTS,CB4F,D189
310410,52047,53642,GSM/UMTS,CB4F,D18A
310410,52047,53643,GSM/UMTS,CB4F,D18B
310410,52042,53671,GSM/UMTS,CB4A,D1A7
310410,52042,53672,GSM/UMTS,CB4A,D1A8
310410,52042,53673,GSM/UMTS,CB4A,D1A9
310410,52042,53681,GSM/UMTS,CB4A,D1B1
310410,52042,53682,GSM/UMTS,CB4A,D1B2
310410,52042,53683,GSM/UMTS,CB4A,D1B3
310410,32951,53901,GSM/UMTS,80B7,D28D
310410,32951,53902,GSM/UMTS,80B7,D28E
310410,32951,53903,GSM/UMTS,80B7,D28F
310410,32952,53905,GSM/UMTS,80B8,D291
310410,32952,53906,GSM/UMTS,80B8,D292
310410,32952,53907,GSM/UMTS,80B8,D293
310410,11074,54021,GSM/UMTS,2B42,D305
310410,14999,54021,GSM/UMTS,3A97,D305
310410,11074,54022,GSM/UMTS,2B42,D306
310410,14999,54022,GSM/UMTS,3A97,D306
310410,11074,54023,GSM/UMTS,2B42,D307
310410,14999,54023,GSM/UMTS,3A97,D307
310410,32953,54351,GSM/UMTS,80B9,D44F
310410,32953,54352,GSM/UMTS,80B9,D450
310410,32953,54353,GSM/UMTS,80B9,D451
310410,32953,54355,GSM/UMTS,80B9,D453
310410,32953,54356,GSM/UMTS,80B9,D454
310410,32953,54357,GSM/UMTS,80B9,D455
310410,52047,54661,GSM/UMTS,CB4F,D585
310410,52047,54662,GSM/UMTS,CB4F,D586
310410,52047,54663,GSM/UMTS,CB4F,D587
310410,52047,54671,GSM/UMTS,CB4F,D58F
310410,52047,54672,GSM/UMTS,CB4F,D590
310410,52047,54673,GSM/UMTS,CB4F,D591
310410,52022,55551,GSM/UMTS,CB36,D8FF
310410,52022,55552,GSM/UMTS,CB36,D900
310410,52022,55553,GSM/UMTS,CB36,D901
310410,52022,55561,GSM/UMTS,CB36,D909
310410,52022,55562,GSM/UMTS,CB36,D90A
310410,52022,55563,GSM/UMTS,CB36,D90B
310410,52022,55571,GSM/UMTS,CB36,D913
310410,52022,55573,GSM/UMTS,CB36,D915
310410,52022,55581,GSM/UMTS,CB36,D91D
310410,52022,55582,GSM/UMTS,CB36,D91E
310410,52022,55583,GSM/UMTS,CB36,D91F
310410,52022,55591,GSM/UMTS,CB36,D927
310410,52022,55592,GSM/UMTS,CB36,D928
310410,52022,55593,GSM/UMTS,CB36,D929
310410,52042,56261,GSM/UMTS,CB4A,DBC5
310410,52042,56262,GSM/UMTS,CB4A,DBC6
310410,52042,56263,GSM/UMTS,CB4A,DBC7
310410,52042,56271,GSM/UMTS,CB4A,DBCF
310410,52042,56272,GSM/UMTS,CB4A,DBD0
310410,52042,56273,GSM/UMTS,CB4A,DBD1
310410,32952,57001,GSM/UMTS,80B8,DEA9
310410,32952,57002,GSM/UMTS,80B8,DEAA
310410,32952,57003,GSM/UMTS,80B8,DEAB
310410,32952,57005,GSM/UMTS,80B8,DEAD
310410,32952,57006,GSM/UMTS,80B8,DEAE
310410,32952,57007,GSM/UMTS,80B8,DEAF
310410,32952,57010,GSM/UMTS,80B8,DEB2
310410,32952,57011,GSM/UMTS,80B8,DEB3
310410,32952,57012,GSM/UMTS,80B8,DEB4
310410,32952,57013,GSM/UMTS,80B8,DEB5
310410,32952,57015,GSM/UMTS,80B8,DEB7
310410,32952,57016,GSM/UMTS,80B8,DEB8
310410,32952,57017,GSM/UMTS,80B8,DEB9
310410,32952,57018,GSM/UMTS,80B8,DEBA
310410,32952,57019,GSM/UMTS,80B8,DEBB
310410,32952,57020,GSM/UMTS,80B8,DEBC
310410,32952,57021,GSM/UMTS,80B8,DEBD
310410,32952,57022,GSM/UMTS,80B8,DEBE
310410,32952,57023,GSM/UMTS,80B8,DEBF
310410,32952,57026,GSM/UMTS,80B8,DEC2
310410,32952,57027,GSM/UMTS,80B8,DEC3
310410,32952,57030,GSM/UMTS,80B8,DEC6
310410,32952,57031,GSM/UMTS,80B8,DEC7
310410,32952,57032,GSM/UMTS,80B8,DEC8
310410,32952,57033,GSM/UMTS,80B8,DEC9
310410,32952,57035,GSM/UMTS,80B8,DECB
310410,32952,57036,GSM/UMTS,80B8,DECC
310410,32952,57037,GSM/UMTS,80B8,DECD
310410,32952,57040,GSM/UMTS,80B8,DED0
310410,32952,57046,GSM/UMTS,80B8,DED6
310410,32952,57047,GSM/UMTS,80B8,DED7
310410,32952,57075,GSM/UMTS,80B8,DEF3
310410,32952,57076,GSM/UMTS,80B8,DEF4
310410,32952,57077,GSM/UMTS,80B8,DEF5
310410,9,57170,GSM/UMTS,9,DF52
310410,9,57173,GSM/UMTS,9,DF55
310410,9,57200,GSM/UMTS,9,DF70
310410,42984,57951,GSM/UMTS,A7E8,E25F
310410,42984,57952,GSM/UMTS,A7E8,E260
310410,42984,57953,GSM/UMTS,A7E8,E261
310410,17012,58711,GSM/UMTS,4274,E557
310410,17530,58711,GSM/UMTS,447A,E557
310410,17012,58712,GSM/UMTS,4274,E558
310410,17530,58712,GSM/UMTS,447A,E558
310410,17012,58713,GSM/UMTS,4274,E559
310410,17530,58713,GSM/UMTS,447A,E559
310410,17530,58714,GSM/UMTS,447A,E55A
310410,17530,58715,GSM/UMTS,447A,E55B
310410,17530,58716,GSM/UMTS,447A,E55C
310410,26501,59461,GSM/UMTS,6785,E845
310410,26501,59462,GSM/UMTS,6785,E846
310410,26501,59463,GSM/UMTS,6785,E847
310410,26501,59464,GSM/UMTS,6785,E848
310410,26501,59465,GSM/UMTS,6785,E849
310410,26501,59466,GSM/UMTS,6785,E84A
310410,26501,59467,GSM/UMTS,6785,E84B
310410,26501,59468,GSM/UMTS,6785,E84C
310410,26501,59469,GSM/UMTS,6785,E84D
310410,26501,59471,GSM/UMTS,6785,E84F
310410,26501,59472,GSM/UMTS,6785,E850
310410,26501,59473,GSM/UMTS,6785,E851
310410,26501,59474,GSM/UMTS,6785,E852
310410,26501,59475,GSM/UMTS,6785,E853
310410,26501,59476,GSM/UMTS,6785,E854
310410,26501,59477,GSM/UMTS,6785,E855
310410,26501,59478,GSM/UMTS,6785,E856
310410,26501,59479,GSM/UMTS,6785,E857
310410,26501,59481,GSM/UMTS,6785,E859
310410,26501,59482,GSM/UMTS,6785,E85A
310410,26501,59483,GSM/UMTS,6785,E85B
310410,26501,59484,GSM/UMTS,6785,E85C
310410,26501,59485,GSM/UMTS,6785,E85D
310410,26501,59486,GSM/UMTS,6785,E85E
310410,26501,59487,GSM/UMTS,6785,E85F
310410,26501,59488,GSM/UMTS,6785,E860
310410,26501,59489,GSM/UMTS,6785,E861
310410,26501,59491,GSM/UMTS,6785,E863
310410,26501,59492,GSM/UMTS,6785,E864
310410,26501,59493,GSM/UMTS,6785,E865
310410,26501,59494,GSM/UMTS,6785,E866
310410,26501,59495,GSM/UMTS,6785,E867
310410,26501,59496,GSM/UMTS,6785,E868
310410,26501,59497,GSM/UMTS,6785,E869
310410,26501,59498,GSM/UMTS,6785,E86A
310410,26501,59499,GSM/UMTS,6785,E86B
310410,26501,59867,GSM/UMTS,6785,E9DB
310410,26501,59868,GSM/UMTS,6785,E9DC
310410,26501,59869,GSM/UMTS,6785,E9DD
310410,26501,59877,GSM/UMTS,6785,E9E5
310410,26501,59878,GSM/UMTS,6785,E9E6
310410,26501,59879,GSM/UMTS,6785,E9E7
310410,26501,59887,GSM/UMTS,6785,E9EF
310410,26501,59888,GSM/UMTS,6785,E9F0
310410,26501,59889,GSM/UMTS,6785,E9F1
310410,26501,59897,GSM/UMTS,6785,E9F9
310410,26501,59898,GSM/UMTS,6785,E9FA
